Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2017/9/17, 19:00:00, 2500.75, 2501.50, 2500.25, 2501.00, 2647, 773, 1065, 1582
2017/9/17, 19:05:00, 2501.25, 2501.50, 2501.00, 2501.25, 352, 187, 75, 277
2017/9/17, 19:10:00, 2501.25, 2501.25, 2500.75, 2501.25, 766, 240, 466, 300
2017/9/17, 19:15:00, 2501.25, 2501.50, 2501.00, 2501.50, 366, 149, 107, 259
2017/9/17, 19:20:00, 2501.50, 2501.50, 2500.75, 2500.75, 466, 165, 317, 149
2017/9/17, 19:25:00, 2500.75, 2501.00, 2500.75, 2500.75, 64, 40, 41, 23
2017/9/17, 19:30:00, 2501.00, 2501.25, 2500.75, 2501.25, 207, 70, 37, 170
2017/9/17, 19:35:00, 2501.00, 2501.25, 2500.75, 2501.00, 288, 76, 171, 117
2017/9/17, 19:40:00, 2500.75, 2501.00, 2500.50, 2500.75, 291, 103, 155, 136
2017/9/17, 19:45:00, 2500.50, 2500.75, 2500.50, 2500.75, 205, 82, 102, 103
2017/9/17, 19:50:00, 2500.75, 2500.75, 2500.50, 2500.50, 241, 82, 64, 177
2017/9/17, 19:55:00, 2500.50, 2500.75, 2500.50, 2500.75, 34, 21, 10, 24
2017/9/17, 20:00:00, 2500.50, 2501.00, 2500.50, 2501.00, 158, 64, 5, 153
2017/9/17, 20:05:00, 2500.75, 2501.00, 2500.75, 2501.00, 482, 149, 305, 177
2017/9/17, 20:10:00, 2501.00, 2501.00, 2500.75, 2501.00, 84, 33, 35, 49
2017/9/17, 20:15:00, 2501.00, 2501.50, 2500.50, 2501.50, 1230, 499, 617, 613
2017/9/17, 20:20:00, 2501.25, 2501.75, 2501.25, 2501.75, 732, 298, 230, 502
2017/9/17, 20:25:00, 2501.50, 2502.75, 2501.50, 2502.75, 2488, 833, 530, 1958
2017/9/17, 20:30:00, 2502.50, 2502.75, 2502.00, 2502.00, 962, 399, 638, 324
2017/9/17, 20:35:00, 2502.00, 2502.25, 2501.75, 2501.75, 204, 91, 103, 101
2017/9/17, 20:40:00, 2501.75, 2502.25, 2501.50, 2502.00, 354, 157, 123, 231
2017/9/17, 20:45:00, 2502.00, 2502.25, 2501.75, 2502.00, 424, 191, 194, 230
2017/9/17, 20:50:00, 2502.00, 2502.00, 2501.75, 2502.00, 374, 126, 184, 190
2017/9/17, 20:55:00, 2502.25, 2502.50, 2502.00, 2502.25, 357, 160, 197, 160
2017/9/17, 21:00:00, 2502.25, 2502.25, 2501.75, 2502.00, 303, 134, 196, 107
2017/9/17, 21:05:00, 2502.00, 2502.50, 2502.00, 2502.50, 285, 131, 27, 258
2017/9/17, 21:10:00, 2502.50, 2503.75, 2502.25, 2503.00, 3069, 1079, 1292, 1777
2017/9/17, 21:15:00, 2502.75, 2503.25, 2502.50, 2503.00, 862, 322, 470, 392
2017/9/17, 21:20:00, 2503.00, 2503.00, 2502.50, 2502.75, 239, 111, 129, 110
2017/9/17, 21:25:00, 2502.75, 2502.75, 2502.50, 2502.50, 22, 16, 9, 13
2017/9/17, 21:30:00, 2502.75, 2502.75, 2502.50, 2502.50, 181, 81, 44, 137
2017/9/17, 21:35:00, 2502.75, 2503.00, 2502.50, 2502.75, 493, 176, 274, 219
2017/9/17, 21:40:00, 2502.75, 2502.75, 2502.50, 2502.75, 429, 152, 213, 216
2017/9/17, 21:45:00, 2503.00, 2503.00, 2502.75, 2503.00, 926, 183, 601, 325
2017/9/17, 21:50:00, 2502.75, 2503.25, 2502.75, 2502.75, 319, 99, 146, 173
2017/9/17, 21:55:00, 2503.00, 2503.25, 2502.75, 2503.00, 449, 122, 96, 353
2017/9/17, 22:00:00, 2503.00, 2503.50, 2503.00, 2503.25, 496, 174, 170, 326
2017/9/17, 22:05:00, 2503.25, 2503.25, 2503.00, 2503.25, 249, 84, 156, 93
2017/9/17, 22:10:00, 2503.25, 2503.25, 2503.00, 2503.00, 371, 114, 348, 23
2017/9/17, 22:15:00, 2503.00, 2503.25, 2503.00, 2503.00, 67, 24, 60, 7
2017/9/17, 22:20:00, 2503.00, 2503.25, 2503.00, 2503.00, 325, 134, 108, 217
2017/9/17, 22:25:00, 2503.00, 2503.50, 2503.00, 2503.25, 222, 94, 96, 126
2017/9/17, 22:30:00, 2503.25, 2503.50, 2503.00, 2503.25, 72, 31, 65, 7
2017/9/17, 22:35:00, 2503.00, 2503.50, 2503.00, 2503.25, 409, 139, 189, 220
2017/9/17, 22:40:00, 2503.25, 2503.50, 2503.00, 2503.25, 271, 139, 156, 115
2017/9/17, 22:45:00, 2503.00, 2503.75, 2503.00, 2503.50, 531, 210, 279, 252
2017/9/17, 22:50:00, 2503.50, 2503.50, 2503.00, 2503.00, 249, 95, 123, 126
2017/9/17, 22:55:00, 2503.00, 2503.50, 2503.00, 2503.50, 300, 109, 119, 181
2017/9/17, 23:00:00, 2503.25, 2503.50, 2503.00, 2503.25, 202, 85, 98, 104
2017/9/17, 23:05:00, 2503.00, 2503.25, 2503.00, 2503.25, 309, 104, 177, 132
2017/9/17, 23:10:00, 2503.00, 2503.50, 2503.00, 2503.50, 361, 163, 169, 192
2017/9/17, 23:15:00, 2503.50, 2504.00, 2503.25, 2503.50, 1210, 437, 562, 648
2017/9/17, 23:20:00, 2503.75, 2503.75, 2503.25, 2503.25, 79, 45, 62, 17
2017/9/17, 23:25:00, 2503.25, 2503.50, 2503.25, 2503.25, 15, 10, 10, 5
2017/9/17, 23:30:00, 2503.25, 2503.50, 2503.25, 2503.25, 86, 47, 15, 71
2017/9/17, 23:35:00, 2503.25, 2503.50, 2503.25, 2503.25, 284, 99, 205, 79
2017/9/17, 23:40:00, 2503.25, 2503.25, 2503.00, 2503.00, 79, 20, 20, 59
2017/9/17, 23:45:00, 2503.00, 2503.50, 2503.00, 2503.25, 617, 91, 155, 462
2017/9/17, 23:50:00, 2503.25, 2503.50, 2503.00, 2503.00, 189, 89, 116, 73
2017/9/17, 23:55:00, 2503.25, 2503.25, 2503.25, 2503.25, 116, 39, 24, 92
2017/9/18, 00:00:00, 2503.50, 2503.50, 2503.25, 2503.25, 9, 7, 8, 1
2017/9/18, 00:05:00, 2503.50, 2503.50, 2503.00, 2503.50, 647, 165, 344, 303
2017/9/18, 00:10:00, 2503.50, 2504.00, 2503.50, 2503.75, 876, 165, 540, 336
2017/9/18, 00:15:00, 2503.75, 2504.25, 2503.75, 2504.00, 920, 194, 118, 802
2017/9/18, 00:20:00, 2504.00, 2504.25, 2504.00, 2504.25, 434, 87, 407, 27
2017/9/18, 00:25:00, 2504.00, 2504.25, 2504.00, 2504.25, 205, 40, 196, 9
2017/9/18, 00:30:00, 2504.00, 2504.25, 2504.00, 2504.00, 317, 60, 291, 26
2017/9/18, 00:35:00, 2504.00, 2504.00, 2503.75, 2503.75, 259, 87, 193, 66
2017/9/18, 00:40:00, 2503.75, 2504.00, 2503.75, 2503.75, 212, 105, 63, 149
2017/9/18, 00:45:00, 2504.00, 2504.00, 2503.75, 2504.00, 81, 30, 73, 8
2017/9/18, 00:50:00, 2503.75, 2504.00, 2503.50, 2503.50, 659, 205, 365, 294
2017/9/18, 00:55:00, 2503.75, 2503.75, 2503.25, 2503.25, 278, 111, 206, 72
2017/9/18, 01:00:00, 2503.50, 2503.75, 2503.25, 2503.50, 596, 210, 190, 406
2017/9/18, 01:05:00, 2503.75, 2503.75, 2503.25, 2503.50, 358, 149, 235, 123
2017/9/18, 01:10:00, 2503.25, 2503.50, 2503.25, 2503.25, 496, 155, 246, 250
2017/9/18, 01:15:00, 2503.25, 2503.50, 2503.00, 2503.25, 1277, 235, 929, 348
2017/9/18, 01:20:00, 2503.25, 2503.25, 2503.00, 2503.25, 488, 129, 300, 188
2017/9/18, 01:25:00, 2503.25, 2503.75, 2503.00, 2503.75, 1063, 277, 382, 681
2017/9/18, 01:30:00, 2503.50, 2503.75, 2503.50, 2503.50, 741, 167, 519, 222
2017/9/18, 01:35:00, 2503.50, 2504.00, 2503.50, 2503.75, 430, 103, 115, 315
2017/9/18, 01:40:00, 2504.00, 2504.00, 2503.75, 2503.75, 634, 169, 275, 359
2017/9/18, 01:45:00, 2504.00, 2504.25, 2503.75, 2504.00, 525, 146, 84, 441
2017/9/18, 01:50:00, 2504.00, 2504.25, 2504.00, 2504.25, 138, 54, 38, 100
2017/9/18, 01:55:00, 2504.25, 2504.50, 2504.00, 2504.00, 561, 215, 197, 364
2017/9/18, 02:00:00, 2504.00, 2504.25, 2503.50, 2503.75, 2762, 712, 1711, 1051
2017/9/18, 02:05:00, 2503.75, 2503.75, 2503.00, 2503.25, 2402, 748, 1507, 895
2017/9/18, 02:10:00, 2503.25, 2503.75, 2503.00, 2503.25, 1422, 406, 695, 727
2017/9/18, 02:15:00, 2503.00, 2504.25, 2503.00, 2503.75, 2471, 612, 913, 1558
2017/9/18, 02:20:00, 2503.75, 2504.50, 2503.50, 2503.50, 2681, 781, 1370, 1311
2017/9/18, 02:25:00, 2503.50, 2504.00, 2503.00, 2503.00, 1029, 381, 582, 447
2017/9/18, 02:30:00, 2503.00, 2503.50, 2503.00, 2503.00, 1459, 377, 1241, 218
2017/9/18, 02:35:00, 2503.25, 2503.25, 2502.25, 2502.75, 2166, 683, 1075, 1091
2017/9/18, 02:40:00, 2502.75, 2503.50, 2502.75, 2503.50, 1176, 357, 481, 695
2017/9/18, 02:45:00, 2503.25, 2503.25, 2502.50, 2502.75, 1313, 307, 645, 668
2017/9/18, 02:50:00, 2502.75, 2503.00, 2502.25, 2502.25, 1131, 350, 766, 365
2017/9/18, 02:55:00, 2502.25, 2502.50, 2502.25, 2502.50, 903, 316, 422, 481
2017/9/18, 03:00:00, 2502.50, 2502.50, 2502.00, 2502.25, 843, 276, 526, 317
2017/9/18, 03:05:00, 2502.50, 2502.75, 2502.00, 2502.50, 879, 283, 403, 476
2017/9/18, 03:10:00, 2502.50, 2502.75, 2502.25, 2502.50, 1639, 414, 857, 782
2017/9/18, 03:15:00, 2502.50, 2502.50, 2501.75, 2501.75, 844, 266, 621, 223
2017/9/18, 03:20:00, 2502.00, 2502.50, 2502.00, 2502.25, 1089, 279, 472, 617
2017/9/18, 03:25:00, 2502.25, 2502.75, 2502.25, 2502.75, 941, 270, 316, 625
2017/9/18, 03:30:00, 2502.50, 2503.75, 2502.50, 2503.25, 2730, 562, 1199, 1531
2017/9/18, 03:35:00, 2503.25, 2503.25, 2502.50, 2502.75, 1164, 310, 672, 492
2017/9/18, 03:40:00, 2502.50, 2502.75, 2502.50, 2502.50, 602, 186, 446, 156
2017/9/18, 03:45:00, 2502.50, 2502.75, 2502.00, 2502.25, 733, 257, 335, 398
2017/9/18, 03:50:00, 2502.50, 2502.75, 2502.50, 2502.50, 1059, 333, 444, 615
2017/9/18, 03:55:00, 2502.50, 2502.75, 2502.50, 2502.75, 448, 154, 217, 231
