Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2024/3/18, 00:00:00, 5195.75, 5196.00, 5195.25, 5195.75, 273, 213, 153, 120
2024/3/18, 00:05:00, 5196.00, 5196.75, 5195.75, 5196.00, 416, 268, 119, 297
2024/3/18, 00:10:00, 5196.25, 5196.50, 5195.75, 5196.25, 235, 180, 132, 103
2024/3/18, 00:15:00, 5196.25, 5196.75, 5195.75, 5195.75, 268, 199, 181, 87
2024/3/18, 00:20:00, 5196.00, 5196.25, 5195.25, 5196.00, 423, 295, 271, 152
2024/3/18, 00:25:00, 5196.00, 5197.00, 5195.75, 5197.00, 440, 321, 198, 242
2024/3/18, 00:30:00, 5196.75, 5197.50, 5196.75, 5197.00, 512, 366, 248, 264
2024/3/18, 00:35:00, 5197.00, 5197.25, 5196.75, 5197.25, 333, 238, 199, 134
2024/3/18, 00:40:00, 5197.50, 5198.00, 5197.00, 5197.25, 502, 367, 242, 260
2024/3/18, 00:45:00, 5197.25, 5198.00, 5197.25, 5197.75, 238, 176, 120, 118
2024/3/18, 00:50:00, 5198.00, 5198.00, 5197.75, 5198.00, 146, 125, 75, 71
2024/3/18, 00:55:00, 5198.00, 5198.25, 5197.50, 5197.50, 310, 251, 202, 108
2024/3/18, 01:00:00, 5197.75, 5198.25, 5197.25, 5198.00, 512, 366, 232, 280
2024/3/18, 01:05:00, 5198.00, 5199.25, 5198.00, 5199.00, 575, 375, 233, 342
2024/3/18, 01:10:00, 5199.00, 5199.25, 5198.50, 5199.00, 285, 222, 153, 132
2024/3/18, 01:15:00, 5199.00, 5199.25, 5198.00, 5198.00, 371, 256, 214, 157
2024/3/18, 01:20:00, 5198.25, 5199.00, 5197.75, 5197.75, 408, 292, 212, 196
2024/3/18, 01:25:00, 5198.00, 5198.00, 5197.00, 5197.25, 401, 318, 254, 147
2024/3/18, 01:30:00, 5197.25, 5198.25, 5197.25, 5198.00, 293, 234, 144, 149
2024/3/18, 01:35:00, 5198.00, 5198.25, 5197.25, 5197.25, 284, 207, 202, 82
2024/3/18, 01:40:00, 5197.25, 5197.75, 5197.00, 5197.50, 264, 196, 119, 145
2024/3/18, 01:45:00, 5197.50, 5198.75, 5197.25, 5198.50, 271, 227, 114, 157
2024/3/18, 01:50:00, 5198.50, 5198.75, 5197.25, 5197.50, 234, 186, 157, 77
2024/3/18, 01:55:00, 5197.50, 5197.75, 5197.00, 5197.25, 272, 196, 149, 123
2024/3/18, 02:00:00, 5197.25, 5198.25, 5196.75, 5198.00, 987, 762, 440, 547
2024/3/18, 02:05:00, 5198.25, 5198.25, 5196.00, 5196.50, 623, 472, 347, 276
2024/3/18, 02:10:00, 5196.50, 5197.00, 5196.00, 5196.50, 473, 389, 260, 213
2024/3/18, 02:15:00, 5196.75, 5197.25, 5195.75, 5196.00, 499, 383, 294, 205
2024/3/18, 02:20:00, 5196.25, 5198.25, 5196.00, 5197.25, 563, 451, 274, 289
2024/3/18, 02:25:00, 5197.25, 5197.75, 5195.00, 5195.00, 673, 517, 419, 254
2024/3/18, 02:30:00, 5195.00, 5196.50, 5194.50, 5196.25, 665, 511, 322, 343
2024/3/18, 02:35:00, 5196.25, 5197.25, 5196.25, 5196.75, 524, 399, 243, 281
2024/3/18, 02:40:00, 5196.75, 5198.75, 5196.50, 5197.25, 861, 641, 390, 471
2024/3/18, 02:45:00, 5197.50, 5198.50, 5196.25, 5196.25, 479, 380, 255, 224
2024/3/18, 02:50:00, 5196.25, 5197.00, 5195.00, 5195.75, 708, 464, 338, 370
2024/3/18, 02:55:00, 5195.50, 5195.75, 5193.75, 5194.25, 864, 630, 497, 367
2024/3/18, 03:00:00, 5194.25, 5198.25, 5193.75, 5197.50, 2292, 1745, 1068, 1224
2024/3/18, 03:05:00, 5197.25, 5197.75, 5195.50, 5197.00, 1866, 1429, 891, 975
2024/3/18, 03:10:00, 5196.75, 5198.00, 5196.75, 5197.00, 1144, 939, 572, 572
2024/3/18, 03:15:00, 5197.25, 5197.75, 5195.00, 5195.25, 1171, 938, 602, 569
2024/3/18, 03:20:00, 5195.50, 5196.50, 5194.00, 5195.50, 1569, 1186, 849, 720
2024/3/18, 03:25:00, 5195.50, 5196.25, 5193.00, 5193.00, 1130, 840, 637, 493
2024/3/18, 03:30:00, 5193.00, 5194.25, 5192.00, 5193.25, 1343, 1087, 710, 633
2024/3/18, 03:35:00, 5193.25, 5194.50, 5193.00, 5194.00, 872, 659, 415, 457
2024/3/18, 03:40:00, 5193.75, 5196.00, 5193.75, 5196.00, 984, 720, 423, 561
2024/3/18, 03:45:00, 5195.75, 5198.00, 5195.25, 5197.75, 894, 714, 395, 499
2024/3/18, 03:50:00, 5197.75, 5200.25, 5197.25, 5200.25, 1955, 1347, 743, 1212
2024/3/18, 03:55:00, 5200.00, 5202.25, 5199.75, 5202.00, 1490, 1072, 513, 977
2024/3/18, 04:00:00, 5201.75, 5203.50, 5201.25, 5203.00, 1758, 1306, 899, 859
2024/3/18, 04:05:00, 5202.75, 5203.25, 5201.00, 5201.25, 1070, 780, 627, 443
2024/3/18, 04:10:00, 5201.50, 5201.75, 5200.00, 5200.25, 1014, 733, 562, 452
2024/3/18, 04:15:00, 5200.25, 5200.25, 5198.25, 5198.25, 916, 705, 525, 391
2024/3/18, 04:20:00, 5198.25, 5199.50, 5197.25, 5199.25, 833, 640, 461, 372
2024/3/18, 04:25:00, 5199.25, 5200.00, 5199.25, 5199.75, 568, 432, 268, 300
2024/3/18, 04:30:00, 5200.00, 5200.25, 5199.00, 5199.25, 638, 514, 351, 287
2024/3/18, 04:35:00, 5199.25, 5200.50, 5198.25, 5200.00, 670, 533, 287, 383
2024/3/18, 04:40:00, 5200.25, 5201.75, 5199.75, 5201.00, 731, 519, 201, 530
2024/3/18, 04:45:00, 5201.00, 5201.25, 5200.25, 5200.50, 565, 429, 245, 320
2024/3/18, 04:50:00, 5200.50, 5201.25, 5199.25, 5200.00, 789, 484, 362, 427
2024/3/18, 04:55:00, 5199.75, 5201.25, 5199.75, 5200.00, 443, 356, 213, 230
2024/3/18, 05:00:00, 5200.25, 5200.75, 5199.75, 5200.25, 677, 510, 359, 318
2024/3/18, 05:05:00, 5200.50, 5200.50, 5199.25, 5199.25, 491, 380, 272, 219
2024/3/18, 05:10:00, 5199.50, 5201.00, 5198.50, 5201.00, 936, 719, 434, 502
2024/3/18, 05:15:00, 5200.75, 5201.75, 5199.50, 5199.50, 629, 475, 359, 270
2024/3/18, 05:20:00, 5199.50, 5201.00, 5199.50, 5201.00, 649, 426, 240, 409
2024/3/18, 05:25:00, 5201.25, 5201.25, 5200.00, 5201.25, 596, 428, 323, 273
2024/3/18, 05:30:00, 5201.25, 5202.25, 5200.00, 5200.75, 715, 561, 357, 358
2024/3/18, 05:35:00, 5200.75, 5201.50, 5200.50, 5200.75, 852, 672, 380, 472
2024/3/18, 05:40:00, 5201.00, 5204.00, 5200.50, 5203.25, 2339, 1657, 1190, 1149
2024/3/18, 05:45:00, 5203.00, 5203.75, 5201.75, 5202.00, 1242, 980, 676, 566
2024/3/18, 05:50:00, 5202.00, 5203.25, 5202.00, 5202.50, 895, 677, 443, 452
2024/3/18, 05:55:00, 5202.25, 5203.00, 5201.75, 5202.50, 691, 539, 394, 297
2024/3/18, 06:00:00, 5202.25, 5202.75, 5201.00, 5202.75, 1298, 1003, 622, 676
2024/3/18, 06:05:00, 5202.50, 5204.00, 5202.25, 5203.75, 832, 634, 354, 478
2024/3/18, 06:10:00, 5203.75, 5206.75, 5203.25, 5206.75, 2524, 1650, 1015, 1509
2024/3/18, 06:15:00, 5206.75, 5208.25, 5206.50, 5207.50, 2774, 1714, 1324, 1450
2024/3/18, 06:20:00, 5207.50, 5211.75, 5207.50, 5211.75, 4522, 2926, 1919, 2603
2024/3/18, 06:25:00, 5211.50, 5214.25, 5211.00, 5213.50, 3518, 2358, 1644, 1874
2024/3/18, 06:30:00, 5213.75, 5218.25, 5213.50, 5216.75, 5649, 3541, 2823, 2826
2024/3/18, 06:35:00, 5217.00, 5217.50, 5215.50, 5215.50, 2364, 1690, 1322, 1042
2024/3/18, 06:40:00, 5215.75, 5218.50, 5215.50, 5218.50, 2615, 1672, 1240, 1375
2024/3/18, 06:45:00, 5218.75, 5221.25, 5218.50, 5219.25, 3600, 2508, 1664, 1936
2024/3/18, 06:50:00, 5219.25, 5221.00, 5218.25, 5218.75, 3129, 2007, 1861, 1268
2024/3/18, 06:55:00, 5218.50, 5219.50, 5218.00, 5219.00, 1966, 1340, 898, 1068
2024/3/18, 07:00:00, 5219.00, 5225.00, 5219.00, 5223.50, 5729, 3805, 2776, 2953
2024/3/18, 07:05:00, 5223.25, 5225.25, 5223.25, 5223.50, 3121, 2254, 1589, 1532
2024/3/18, 07:10:00, 5223.75, 5225.75, 5223.50, 5224.75, 2137, 1508, 893, 1244
2024/3/18, 07:15:00, 5225.00, 5225.25, 5223.00, 5223.00, 2240, 1568, 1315, 925
2024/3/18, 07:20:00, 5222.75, 5223.25, 5221.50, 5222.25, 3258, 2307, 1719, 1539
2024/3/18, 07:25:00, 5222.50, 5224.00, 5221.50, 5223.50, 2538, 1727, 1174, 1364
2024/3/18, 07:30:00, 5223.50, 5224.50, 5219.75, 5219.75, 5437, 3439, 3006, 2431
2024/3/18, 07:35:00, 5220.00, 5221.75, 5219.50, 5220.50, 2157, 1586, 1062, 1095
2024/3/18, 07:40:00, 5220.75, 5221.00, 5219.75, 5220.25, 2001, 1356, 1089, 912
2024/3/18, 07:45:00, 5220.25, 5221.00, 5219.75, 5220.00, 2247, 1463, 1292, 955
2024/3/18, 07:50:00, 5219.75, 5221.25, 5219.25, 5220.00, 2383, 1660, 1216, 1167
2024/3/18, 07:55:00, 5220.00, 5220.75, 5219.75, 5220.75, 1616, 1080, 838, 778
2024/3/18, 08:00:00, 5220.75, 5222.50, 5220.75, 5221.75, 2452, 1760, 1088, 1364
2024/3/18, 08:05:00, 5221.50, 5222.25, 5220.75, 5222.00, 2268, 1458, 1222, 1046
2024/3/18, 08:10:00, 5222.00, 5223.50, 5221.75, 5223.00, 2237, 1542, 1029, 1208
2024/3/18, 08:15:00, 5222.75, 5224.50, 5222.00, 5222.25, 2616, 1963, 1323, 1293
2024/3/18, 08:20:00, 5222.25, 5223.25, 5221.25, 5222.50, 4568, 2575, 2304, 2264
2024/3/18, 08:25:00, 5222.25, 5226.75, 5221.50, 5225.50, 12067, 6675, 5486, 6581
2024/3/18, 08:30:00, 5225.50, 5232.75, 5224.75, 5232.50, 45374, 29363, 21573, 23801
2024/3/18, 08:35:00, 5232.50, 5233.75, 5227.75, 5228.00, 32851, 20766, 16622, 16229
2024/3/18, 08:40:00, 5228.00, 5232.75, 5228.00, 5229.00, 31038, 17673, 15179, 15859
2024/3/18, 08:45:00, 5229.00, 5232.25, 5225.75, 5227.25, 27944, 17874, 13868, 14076
2024/3/18, 08:50:00, 5227.25, 5228.50, 5224.75, 5226.25, 23639, 13971, 12192, 11447
2024/3/18, 08:55:00, 5226.50, 5227.25, 5222.50, 5223.50, 23292, 14717, 12321, 10971
2024/3/18, 09:00:00, 5223.75, 5227.25, 5223.00, 5227.00, 24719, 15887, 11763, 12956
2024/3/18, 09:05:00, 5226.75, 5232.00, 5224.50, 5231.25, 20712, 13889, 10123, 10589
2024/3/18, 09:10:00, 5231.50, 5235.00, 5231.00, 5231.75, 19607, 12539, 9685, 9922
2024/3/18, 09:15:00, 5232.00, 5235.50, 5231.50, 5234.00, 14935, 9667, 6575, 8360
2024/3/18, 09:20:00, 5234.25, 5238.00, 5233.25, 5237.75, 16532, 10685, 7409, 9123
2024/3/18, 09:25:00, 5238.00, 5240.25, 5236.00, 5237.25, 23015, 13876, 12410, 10605
2024/3/18, 09:30:00, 5237.25, 5238.00, 5234.00, 5235.50, 17161, 11656, 9018, 8143
2024/3/18, 09:35:00, 5235.50, 5237.75, 5234.25, 5236.50, 12302, 8364, 5929, 6373
2024/3/18, 09:40:00, 5236.50, 5237.75, 5234.00, 5234.50, 11444, 7472, 6066, 5378
2024/3/18, 09:45:00, 5234.75, 5237.50, 5232.75, 5236.75, 13496, 8896, 6601, 6895
2024/3/18, 09:50:00, 5236.75, 5237.00, 5234.50, 5235.75, 8929, 6401, 4774, 4155
2024/3/18, 09:55:00, 5236.00, 5236.75, 5234.00, 5236.75, 9271, 6538, 4610, 4661
2024/3/18, 10:00:00, 5236.75, 5237.50, 5233.00, 5234.50, 15964, 9781, 8213, 7751
2024/3/18, 10:05:00, 5234.75, 5235.50, 5232.25, 5234.75, 13427, 7662, 6989, 6438
2024/3/18, 10:10:00, 5234.75, 5235.00, 5230.00, 5231.50, 11010, 7966, 6095, 4915
2024/3/18, 10:15:00, 5231.75, 5231.75, 5227.75, 5230.00, 14847, 10619, 7659, 7188
2024/3/18, 10:20:00, 5230.25, 5232.50, 5229.25, 5231.75, 9428, 7054, 4250, 5178
2024/3/18, 10:25:00, 5231.50, 5232.50, 5229.75, 5232.25, 8188, 6275, 3933, 4255
2024/3/18, 10:30:00, 5232.25, 5232.25, 5225.50, 5227.00, 16380, 11876, 9360, 7020
2024/3/18, 10:35:00, 5226.75, 5230.50, 5225.75, 5229.50, 8815, 6603, 4092, 4723
2024/3/18, 10:40:00, 5229.50, 5230.75, 5228.00, 5230.00, 5901, 4527, 2876, 3025
2024/3/18, 10:45:00, 5230.00, 5230.75, 5226.75, 5228.00, 7017, 5449, 3679, 3338
2024/3/18, 10:50:00, 5228.25, 5228.75, 5224.00, 5225.75, 12757, 8752, 7044, 5713
2024/3/18, 10:55:00, 5225.50, 5228.25, 5224.75, 5227.50, 6864, 5352, 3333, 3531
2024/3/18, 11:00:00, 5227.25, 5227.50, 5223.00, 5223.75, 10347, 7756, 5651, 4696
2024/3/18, 11:05:00, 5224.00, 5227.00, 5223.25, 5226.00, 7989, 6073, 3989, 4000
2024/3/18, 11:10:00, 5226.00, 5230.25, 5225.75, 5230.00, 8077, 5852, 3537, 4540
2024/3/18, 11:15:00, 5229.75, 5230.25, 5227.00, 5228.50, 7148, 5241, 3862, 3286
2024/3/18, 11:20:00, 5228.75, 5229.25, 5227.00, 5227.25, 6131, 4650, 3348, 2783
2024/3/18, 11:25:00, 5227.50, 5228.25, 5225.50, 5226.50, 7935, 5951, 4198, 3737
2024/3/18, 11:30:00, 5226.75, 5227.25, 5224.50, 5225.25, 7789, 5750, 4044, 3745
2024/3/18, 11:35:00, 5225.25, 5226.50, 5224.50, 5225.25, 7134, 5202, 3973, 3161
2024/3/18, 11:40:00, 5225.25, 5228.00, 5224.00, 5227.50, 7391, 5398, 3516, 3875
2024/3/18, 11:45:00, 5227.50, 5227.50, 5224.00, 5224.25, 5843, 4451, 3516, 2327
2024/3/18, 11:50:00, 5224.50, 5225.00, 5219.75, 5221.75, 19571, 13558, 10838, 8733
2024/3/18, 11:55:00, 5222.00, 5222.00, 5219.50, 5220.25, 11199, 7747, 6121, 5078
2024/3/18, 12:00:00, 5220.25, 5222.50, 5219.00, 5219.50, 14723, 10178, 7450, 7273
2024/3/18, 12:05:00, 5219.75, 5223.50, 5219.00, 5222.00, 10995, 7973, 4799, 6196
2024/3/18, 12:10:00, 5221.75, 5222.50, 5220.25, 5221.75, 7368, 5338, 3817, 3551
2024/3/18, 12:15:00, 5222.00, 5222.00, 5220.00, 5221.75, 6209, 4404, 3309, 2900
2024/3/18, 12:20:00, 5221.75, 5225.50, 5221.75, 5225.25, 9082, 6290, 3781, 5301
2024/3/18, 12:25:00, 5225.25, 5227.00, 5224.00, 5226.75, 8776, 5848, 3905, 4871
2024/3/18, 12:30:00, 5227.00, 5227.50, 5223.25, 5224.00, 7876, 5326, 4088, 3788
2024/3/18, 12:35:00, 5223.75, 5224.25, 5219.00, 5219.50, 12106, 8288, 7084, 5022
2024/3/18, 12:40:00, 5219.75, 5220.25, 5217.75, 5219.75, 13192, 8648, 7020, 6172
