Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2018/6/17, 19:00:00, 2783.25, 2783.50, 2781.25, 2781.50, 1359, 708, 897, 462
2018/6/17, 19:05:00, 2781.50, 2782.00, 2781.25, 2781.50, 600, 355, 288, 312
2018/6/17, 19:10:00, 2781.50, 2782.00, 2781.25, 2781.25, 563, 349, 155, 408
2018/6/17, 19:15:00, 2781.50, 2781.50, 2776.25, 2777.00, 2782, 1674, 1685, 1097
2018/6/17, 19:20:00, 2777.00, 2777.25, 2772.25, 2774.00, 4270, 2341, 2229, 2041
2018/6/17, 19:25:00, 2774.00, 2774.75, 2774.00, 2774.75, 910, 558, 287, 623
2018/6/17, 19:30:00, 2774.50, 2775.25, 2774.25, 2775.25, 1200, 634, 382, 818
2018/6/17, 19:35:00, 2775.25, 2775.50, 2774.75, 2775.25, 625, 414, 311, 314
2018/6/17, 19:40:00, 2775.25, 2775.50, 2774.75, 2775.00, 519, 296, 232, 287
2018/6/17, 19:45:00, 2775.00, 2775.00, 2774.25, 2775.00, 610, 339, 241, 369
2018/6/17, 19:50:00, 2775.00, 2775.00, 2774.00, 2774.25, 385, 243, 292, 93
2018/6/17, 19:55:00, 2774.25, 2775.00, 2774.00, 2774.00, 704, 360, 458, 246
2018/6/17, 20:00:00, 2774.25, 2774.50, 2773.00, 2774.00, 1031, 620, 523, 508
2018/6/17, 20:05:00, 2774.00, 2774.00, 2772.50, 2773.25, 1324, 867, 732, 592
2018/6/17, 20:10:00, 2773.50, 2773.75, 2772.75, 2772.75, 667, 390, 350, 317
2018/6/17, 20:15:00, 2773.00, 2773.25, 2772.50, 2773.00, 835, 523, 418, 417
2018/6/17, 20:20:00, 2773.25, 2774.00, 2773.00, 2773.50, 830, 481, 384, 446
2018/6/17, 20:25:00, 2773.50, 2774.00, 2773.25, 2774.00, 529, 282, 124, 405
2018/6/17, 20:30:00, 2774.00, 2774.00, 2772.25, 2773.00, 942, 477, 527, 415
2018/6/17, 20:35:00, 2773.00, 2773.00, 2772.50, 2772.50, 222, 139, 82, 140
2018/6/17, 20:40:00, 2772.75, 2773.25, 2770.00, 2770.50, 2605, 1279, 1742, 863
2018/6/17, 20:45:00, 2770.50, 2771.75, 2770.25, 2771.25, 1252, 773, 420, 832
2018/6/17, 20:50:00, 2771.00, 2771.50, 2770.25, 2770.50, 998, 643, 480, 518
2018/6/17, 20:55:00, 2770.50, 2771.50, 2769.25, 2770.25, 2102, 1190, 1166, 936
2018/6/17, 21:00:00, 2770.25, 2771.00, 2768.00, 2769.75, 4607, 1986, 2497, 2110
2018/6/17, 21:05:00, 2769.75, 2771.50, 2769.50, 2771.25, 1071, 709, 500, 571
2018/6/17, 21:10:00, 2771.25, 2772.00, 2771.25, 2771.75, 832, 473, 473, 359
2018/6/17, 21:15:00, 2771.75, 2772.50, 2771.75, 2771.75, 801, 496, 220, 581
2018/6/17, 21:20:00, 2771.75, 2772.00, 2771.25, 2771.75, 346, 236, 194, 152
2018/6/17, 21:25:00, 2771.75, 2772.00, 2771.00, 2771.00, 438, 285, 277, 161
2018/6/17, 21:30:00, 2771.00, 2771.50, 2771.00, 2771.25, 178, 134, 58, 120
2018/6/17, 21:35:00, 2771.25, 2772.50, 2771.00, 2772.25, 605, 366, 132, 473
2018/6/17, 21:40:00, 2772.50, 2772.50, 2771.25, 2771.50, 471, 328, 274, 197
2018/6/17, 21:45:00, 2771.50, 2772.00, 2771.50, 2771.50, 156, 111, 66, 90
2018/6/17, 21:50:00, 2771.75, 2772.25, 2771.75, 2771.75, 315, 203, 134, 181
2018/6/17, 21:55:00, 2771.75, 2772.25, 2771.75, 2772.00, 215, 150, 90, 125
2018/6/17, 22:00:00, 2772.25, 2772.50, 2771.75, 2772.00, 274, 159, 150, 124
2018/6/17, 22:05:00, 2772.25, 2772.50, 2772.00, 2772.25, 147, 103, 76, 71
2018/6/17, 22:10:00, 2772.25, 2772.25, 2771.75, 2771.75, 65, 53, 52, 13
2018/6/17, 22:15:00, 2772.00, 2772.00, 2771.75, 2772.00, 191, 113, 102, 89
2018/6/17, 22:20:00, 2772.00, 2772.25, 2771.50, 2771.50, 147, 103, 66, 81
2018/6/17, 22:25:00, 2771.75, 2772.00, 2771.25, 2771.50, 298, 139, 111, 187
2018/6/17, 22:30:00, 2771.25, 2771.50, 2770.50, 2770.50, 494, 254, 316, 178
2018/6/17, 22:35:00, 2770.75, 2771.25, 2770.50, 2770.75, 202, 143, 102, 100
2018/6/17, 22:40:00, 2771.00, 2771.00, 2770.75, 2770.75, 109, 83, 58, 51
2018/6/17, 22:45:00, 2771.00, 2771.00, 2770.00, 2770.25, 581, 284, 369, 212
2018/6/17, 22:50:00, 2770.50, 2770.75, 2770.25, 2770.25, 162, 104, 100, 62
2018/6/17, 22:55:00, 2770.50, 2771.00, 2770.00, 2771.00, 408, 225, 175, 233
2018/6/17, 23:00:00, 2771.00, 2772.00, 2770.75, 2772.00, 537, 328, 192, 345
2018/6/17, 23:05:00, 2772.00, 2772.25, 2771.50, 2771.75, 305, 199, 124, 181
2018/6/17, 23:10:00, 2771.75, 2772.00, 2771.50, 2771.75, 134, 97, 67, 67
2018/6/17, 23:15:00, 2771.50, 2772.00, 2771.50, 2771.75, 77, 65, 36, 41
2018/6/17, 23:20:00, 2771.50, 2771.75, 2771.50, 2771.50, 77, 63, 30, 47
2018/6/17, 23:25:00, 2771.50, 2772.00, 2771.50, 2771.75, 72, 59, 34, 38
2018/6/17, 23:30:00, 2771.75, 2772.25, 2771.75, 2772.00, 283, 188, 99, 184
2018/6/17, 23:35:00, 2772.25, 2772.25, 2771.50, 2772.00, 157, 96, 103, 54
2018/6/17, 23:40:00, 2771.75, 2772.00, 2771.25, 2771.50, 250, 157, 190, 60
2018/6/17, 23:45:00, 2771.50, 2772.00, 2771.25, 2771.75, 186, 140, 103, 83
2018/6/17, 23:50:00, 2772.00, 2772.00, 2771.50, 2771.75, 174, 131, 108, 66
2018/6/17, 23:55:00, 2771.75, 2772.00, 2771.00, 2771.50, 246, 160, 160, 86
