Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2016/9/18, 19:00:00, 2138.25, 2138.75, 2137.50, 2138.00, 779, 483, 454, 325
2016/9/18, 19:05:00, 2137.75, 2139.00, 2137.50, 2139.00, 819, 393, 161, 658
2016/9/18, 19:10:00, 2139.00, 2139.00, 2138.50, 2138.50, 248, 159, 126, 122
2016/9/18, 19:15:00, 2138.50, 2139.00, 2138.00, 2138.00, 218, 118, 149, 69
2016/9/18, 19:20:00, 2138.00, 2138.50, 2138.00, 2138.50, 187, 107, 127, 60
2016/9/18, 19:25:00, 2138.50, 2138.50, 2138.00, 2138.25, 100, 62, 67, 33
2016/9/18, 19:30:00, 2138.25, 2138.25, 2137.75, 2137.75, 145, 104, 105, 40
2016/9/18, 19:35:00, 2138.00, 2138.75, 2138.00, 2138.00, 522, 224, 145, 377
2016/9/18, 19:40:00, 2138.25, 2138.50, 2138.00, 2138.25, 105, 56, 34, 71
2016/9/18, 19:45:00, 2138.50, 2138.50, 2138.00, 2138.50, 152, 89, 65, 87
2016/9/18, 19:50:00, 2138.25, 2138.50, 2138.00, 2138.00, 93, 51, 64, 29
2016/9/18, 19:55:00, 2138.25, 2138.25, 2137.50, 2137.75, 526, 243, 348, 178
2016/9/18, 20:00:00, 2138.00, 2138.00, 2137.50, 2137.75, 253, 114, 156, 97
2016/9/18, 20:05:00, 2137.75, 2138.00, 2137.50, 2137.75, 149, 85, 87, 62
2016/9/18, 20:10:00, 2137.75, 2138.00, 2137.50, 2137.75, 147, 81, 57, 90
2016/9/18, 20:15:00, 2137.75, 2138.50, 2137.50, 2138.25, 537, 216, 139, 398
2016/9/18, 20:20:00, 2138.50, 2138.50, 2138.25, 2138.50, 561, 151, 41, 520
2016/9/18, 20:25:00, 2138.50, 2138.50, 2137.75, 2138.50, 610, 249, 266, 344
2016/9/18, 20:30:00, 2138.50, 2138.50, 2137.75, 2138.50, 381, 235, 175, 206
2016/9/18, 20:35:00, 2138.50, 2139.25, 2138.25, 2139.25, 797, 389, 206, 591
2016/9/18, 20:40:00, 2139.25, 2139.25, 2138.75, 2138.75, 409, 225, 192, 217
2016/9/18, 20:45:00, 2139.00, 2139.25, 2138.75, 2139.25, 300, 151, 165, 135
2016/9/18, 20:50:00, 2139.25, 2139.25, 2138.00, 2138.25, 665, 286, 421, 244
2016/9/18, 20:55:00, 2138.25, 2138.50, 2138.25, 2138.25, 130, 74, 108, 22
2016/9/18, 21:00:00, 2138.25, 2138.50, 2138.00, 2138.25, 195, 109, 105, 90
2016/9/18, 21:05:00, 2138.25, 2138.25, 2138.00, 2138.25, 97, 54, 32, 65
2016/9/18, 21:10:00, 2138.25, 2138.50, 2138.25, 2138.50, 190, 91, 35, 155
2016/9/18, 21:15:00, 2138.50, 2138.75, 2138.25, 2138.50, 86, 75, 65, 21
2016/9/18, 21:20:00, 2138.50, 2139.25, 2138.50, 2139.25, 489, 194, 68, 421
2016/9/18, 21:25:00, 2139.25, 2139.25, 2139.00, 2139.00, 49, 38, 23, 26
2016/9/18, 21:30:00, 2139.00, 2139.50, 2139.00, 2139.50, 219, 122, 80, 139
2016/9/18, 21:35:00, 2139.25, 2139.25, 2138.75, 2139.25, 385, 178, 204, 181
2016/9/18, 21:40:00, 2139.25, 2139.25, 2138.75, 2138.75, 245, 120, 122, 123
2016/9/18, 21:45:00, 2139.00, 2139.25, 2138.75, 2139.25, 211, 99, 90, 121
2016/9/18, 21:50:00, 2139.25, 2139.50, 2139.00, 2139.00, 317, 165, 122, 195
2016/9/18, 21:55:00, 2139.25, 2139.25, 2139.00, 2139.00, 207, 92, 163, 44
2016/9/18, 22:00:00, 2139.00, 2139.25, 2138.75, 2139.00, 200, 122, 134, 66
2016/9/18, 22:05:00, 2139.00, 2139.25, 2138.75, 2139.00, 272, 109, 39, 233
2016/9/18, 22:10:00, 2139.25, 2139.50, 2138.75, 2139.50, 321, 122, 134, 187
2016/9/18, 22:15:00, 2139.50, 2139.50, 2139.25, 2139.50, 225, 61, 64, 161
2016/9/18, 22:20:00, 2139.25, 2139.50, 2139.00, 2139.25, 146, 60, 103, 43
2016/9/18, 22:25:00, 2139.25, 2139.25, 2139.00, 2139.25, 72, 37, 21, 51
2016/9/18, 22:30:00, 2139.25, 2139.50, 2139.25, 2139.50, 141, 52, 27, 114
2016/9/18, 22:35:00, 2139.50, 2139.50, 2139.25, 2139.25, 88, 51, 36, 52
2016/9/18, 22:40:00, 2139.50, 2139.50, 2139.25, 2139.25, 315, 141, 147, 168
2016/9/18, 22:45:00, 2139.50, 2139.75, 2139.25, 2139.50, 256, 137, 126, 130
2016/9/18, 22:50:00, 2139.50, 2139.50, 2139.25, 2139.25, 86, 53, 66, 20
2016/9/18, 22:55:00, 2139.50, 2139.50, 2139.25, 2139.25, 247, 121, 103, 144
2016/9/18, 23:00:00, 2139.50, 2139.50, 2139.25, 2139.50, 76, 47, 5, 71
2016/9/18, 23:05:00, 2139.50, 2139.50, 2139.00, 2139.25, 145, 100, 109, 36
2016/9/18, 23:10:00, 2139.00, 2139.25, 2139.00, 2139.00, 47, 30, 33, 14
2016/9/18, 23:15:00, 2139.00, 2139.25, 2139.00, 2139.25, 104, 65, 71, 33
2016/9/18, 23:20:00, 2139.25, 2139.50, 2139.25, 2139.25, 59, 29, 50, 9
2016/9/18, 23:25:00, 2139.25, 2139.50, 2139.25, 2139.25, 62, 44, 51, 11
2016/9/18, 23:30:00, 2139.25, 2139.50, 2139.25, 2139.25, 121, 84, 36, 85
2016/9/18, 23:35:00, 2139.25, 2139.50, 2139.00, 2139.25, 127, 82, 109, 18
2016/9/18, 23:40:00, 2139.25, 2139.25, 2139.00, 2139.00, 28, 25, 16, 12
2016/9/18, 23:45:00, 2139.00, 2139.25, 2139.00, 2139.00, 147, 88, 130, 17
2016/9/18, 23:50:00, 2139.00, 2139.25, 2138.75, 2139.00, 87, 60, 62, 25
2016/9/18, 23:55:00, 2139.00, 2139.25, 2138.75, 2139.00, 132, 81, 61, 71
2016/9/19, 00:00:00, 2139.00, 2139.50, 2139.00, 2139.50, 168, 102, 94, 74
2016/9/19, 00:05:00, 2139.25, 2139.50, 2139.25, 2139.50, 187, 93, 25, 162
2016/9/19, 00:10:00, 2139.25, 2139.75, 2139.25, 2139.75, 284, 99, 79, 205
2016/9/19, 00:15:00, 2139.50, 2140.00, 2139.50, 2139.75, 405, 145, 21, 384
2016/9/19, 00:20:00, 2140.00, 2140.00, 2139.50, 2139.75, 517, 166, 290, 227
2016/9/19, 00:25:00, 2139.75, 2139.75, 2139.25, 2139.75, 248, 125, 164, 84
2016/9/19, 00:30:00, 2139.75, 2140.00, 2139.75, 2139.75, 239, 105, 205, 34
2016/9/19, 00:35:00, 2139.75, 2140.00, 2139.75, 2139.75, 114, 61, 51, 63
2016/9/19, 00:40:00, 2139.75, 2140.00, 2139.50, 2139.75, 350, 112, 156, 194
2016/9/19, 00:45:00, 2139.75, 2140.00, 2139.50, 2139.75, 123, 53, 22, 101
2016/9/19, 00:50:00, 2139.75, 2140.00, 2139.50, 2139.50, 360, 130, 158, 202
2016/9/19, 00:55:00, 2139.50, 2139.75, 2139.50, 2139.50, 98, 69, 60, 38
2016/9/19, 01:00:00, 2139.75, 2141.75, 2139.50, 2141.50, 2684, 1297, 958, 1726
2016/9/19, 01:05:00, 2141.50, 2142.00, 2141.25, 2141.75, 1771, 573, 624, 1147
2016/9/19, 01:10:00, 2141.75, 2142.00, 2141.25, 2141.75, 663, 262, 424, 239
2016/9/19, 01:15:00, 2142.00, 2142.00, 2141.00, 2141.25, 711, 268, 491, 220
2016/9/19, 01:20:00, 2141.25, 2141.50, 2141.00, 2141.00, 489, 168, 303, 186
2016/9/19, 01:25:00, 2141.00, 2141.25, 2140.50, 2140.75, 350, 173, 211, 139
2016/9/19, 01:30:00, 2140.75, 2141.00, 2140.50, 2141.00, 601, 254, 235, 366
2016/9/19, 01:35:00, 2141.00, 2141.25, 2141.00, 2141.00, 320, 156, 165, 155
2016/9/19, 01:40:00, 2141.00, 2141.50, 2141.00, 2141.25, 484, 152, 147, 337
2016/9/19, 01:45:00, 2141.25, 2141.50, 2141.25, 2141.50, 144, 57, 99, 45
2016/9/19, 01:50:00, 2141.50, 2141.75, 2141.25, 2141.25, 622, 196, 363, 259
2016/9/19, 01:55:00, 2141.25, 2141.50, 2141.00, 2141.00, 302, 122, 177, 125
2016/9/19, 02:00:00, 2141.00, 2142.00, 2140.25, 2140.50, 4001, 1518, 2283, 1718
