Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2015/6/21, 19:00:00, 2106.75, 2107.00, 2106.25, 2106.25, 373, 247, 130, 243
2015/6/21, 19:05:00, 2106.25, 2106.50, 2106.00, 2106.00, 933, 355, 763, 170
2015/6/21, 19:10:00, 2106.00, 2106.50, 2106.00, 2106.00, 453, 225, 140, 313
2015/6/21, 19:15:00, 2106.00, 2106.50, 2106.00, 2106.50, 322, 162, 83, 239
2015/6/21, 19:20:00, 2106.25, 2106.50, 2106.00, 2106.25, 128, 67, 73, 55
2015/6/21, 19:25:00, 2106.25, 2106.75, 2106.25, 2106.75, 191, 76, 17, 174
2015/6/21, 19:30:00, 2106.75, 2106.75, 2106.50, 2106.75, 447, 179, 202, 245
2015/6/21, 19:35:00, 2106.50, 2107.00, 2106.50, 2106.75, 141, 81, 52, 89
2015/6/21, 19:40:00, 2106.75, 2106.75, 2106.50, 2106.50, 37, 26, 23, 14
2015/6/21, 19:45:00, 2106.75, 2107.00, 2106.50, 2107.00, 699, 193, 102, 597
2015/6/21, 19:50:00, 2107.00, 2107.25, 2106.75, 2107.00, 258, 110, 86, 172
2015/6/21, 19:55:00, 2106.75, 2107.00, 2106.75, 2107.00, 129, 41, 28, 101
2015/6/21, 20:00:00, 2106.75, 2106.75, 2106.50, 2106.75, 272, 112, 161, 111
2015/6/21, 20:05:00, 2106.50, 2106.75, 2106.25, 2106.25, 185, 101, 149, 36
2015/6/21, 20:10:00, 2106.50, 2106.50, 2106.00, 2106.25, 164, 67, 143, 21
2015/6/21, 20:15:00, 2106.00, 2106.50, 2106.00, 2106.25, 392, 144, 218, 174
2015/6/21, 20:20:00, 2106.25, 2106.75, 2106.25, 2106.75, 220, 111, 85, 135
2015/6/21, 20:25:00, 2106.50, 2106.50, 2106.25, 2106.25, 148, 62, 92, 56
2015/6/21, 20:30:00, 2106.25, 2106.50, 2106.00, 2106.50, 508, 200, 267, 241
2015/6/21, 20:35:00, 2106.50, 2107.00, 2106.50, 2106.75, 446, 152, 214, 232
2015/6/21, 20:40:00, 2106.50, 2107.00, 2106.25, 2106.75, 271, 117, 94, 177
2015/6/21, 20:45:00, 2107.00, 2107.25, 2106.75, 2107.25, 215, 104, 73, 142
2015/6/21, 20:50:00, 2107.00, 2107.25, 2107.00, 2107.00, 157, 45, 42, 115
2015/6/21, 20:55:00, 2107.25, 2107.50, 2107.00, 2107.25, 251, 120, 41, 210
2015/6/21, 21:00:00, 2107.25, 2107.50, 2107.00, 2107.25, 77, 54, 30, 47
2015/6/21, 21:05:00, 2107.00, 2107.25, 2107.00, 2107.00, 153, 49, 89, 64
2015/6/21, 21:10:00, 2107.25, 2107.25, 2106.75, 2107.00, 88, 43, 16, 72
2015/6/21, 21:15:00, 2107.00, 2107.00, 2106.75, 2106.75, 13, 11, 9, 4
2015/6/21, 21:20:00, 2107.00, 2107.00, 2106.75, 2106.75, 86, 30, 79, 7
2015/6/21, 21:25:00, 2106.50, 2106.75, 2106.50, 2106.75, 127, 59, 27, 100
2015/6/21, 21:30:00, 2106.75, 2107.00, 2106.50, 2106.75, 56, 40, 38, 18
2015/6/21, 21:35:00, 2106.50, 2106.75, 2106.50, 2106.50, 11, 9, 9, 2
2015/6/21, 21:40:00, 2106.75, 2107.00, 2106.75, 2107.00, 77, 46, 37, 40
2015/6/21, 21:45:00, 2106.75, 2106.75, 2106.50, 2106.75, 127, 73, 113, 14
2015/6/21, 21:50:00, 2106.75, 2106.75, 2106.00, 2106.25, 162, 83, 104, 58
2015/6/21, 21:55:00, 2106.50, 2106.50, 2106.25, 2106.25, 15, 13, 4, 11
2015/6/21, 22:00:00, 2106.50, 2106.75, 2106.25, 2106.50, 166, 75, 88, 78
2015/6/21, 22:05:00, 2106.50, 2106.50, 2106.25, 2106.25, 135, 64, 130, 5
2015/6/21, 22:10:00, 2106.25, 2106.50, 2106.25, 2106.50, 39, 27, 27, 12
2015/6/21, 22:15:00, 2106.25, 2106.75, 2106.25, 2106.50, 272, 96, 92, 180
2015/6/21, 22:20:00, 2106.50, 2106.75, 2106.50, 2106.50, 74, 50, 65, 9
2015/6/21, 22:25:00, 2106.50, 2107.00, 2106.50, 2106.75, 180, 108, 94, 86
2015/6/21, 22:30:00, 2106.75, 2107.25, 2106.50, 2107.00, 425, 193, 128, 297
2015/6/21, 22:35:00, 2106.75, 2107.00, 2106.75, 2107.00, 14, 9, 6, 8
2015/6/21, 22:40:00, 2106.75, 2107.00, 2106.75, 2106.75, 52, 36, 49, 3
2015/6/21, 22:45:00, 2106.50, 2107.00, 2106.50, 2107.00, 91, 31, 13, 78
2015/6/21, 22:50:00, 2107.00, 2107.00, 2106.50, 2106.50, 122, 68, 77, 45
2015/6/21, 22:55:00, 2106.50, 2107.00, 2106.50, 2106.75, 288, 103, 155, 133
2015/6/21, 23:00:00, 2106.75, 2107.25, 2106.75, 2106.75, 197, 82, 128, 69
2015/6/21, 23:05:00, 2106.75, 2107.00, 2106.75, 2106.75, 108, 59, 82, 26
2015/6/21, 23:10:00, 2107.00, 2107.00, 2106.75, 2106.75, 72, 44, 40, 32
2015/6/21, 23:15:00, 2107.00, 2107.00, 2106.75, 2106.75, 118, 53, 93, 25
2015/6/21, 23:20:00, 2106.50, 2107.00, 2106.50, 2107.00, 26, 18, 4, 22
2015/6/21, 23:25:00, 2106.75, 2106.75, 2106.75, 2106.75, 116, 36, 87, 29
2015/6/21, 23:30:00, 2107.00, 2107.00, 2106.75, 2106.75, 70, 53, 46, 24
2015/6/21, 23:35:00, 2106.75, 2106.75, 2106.50, 2106.50, 18, 13, 5, 13
2015/6/21, 23:40:00, 2106.50, 2106.75, 2106.50, 2106.50, 26, 12, 13, 13
2015/6/21, 23:45:00, 2106.75, 2107.00, 2106.50, 2106.75, 183, 61, 44, 139
2015/6/21, 23:50:00, 2106.75, 2107.00, 2106.75, 2107.00, 140, 68, 35, 105
2015/6/21, 23:55:00, 2107.00, 2107.00, 2106.75, 2106.75, 52, 38, 4, 48
2015/6/22, 00:00:00, 2107.00, 2107.00, 2106.75, 2107.00, 51, 37, 15, 36
2015/6/22, 00:05:00, 2107.00, 2107.25, 2106.75, 2107.00, 122, 46, 61, 61
2015/6/22, 00:10:00, 2107.00, 2107.00, 2106.75, 2107.00, 42, 23, 30, 12
2015/6/22, 00:15:00, 2107.00, 2107.00, 2106.50, 2106.75, 211, 61, 104, 107
2015/6/22, 00:20:00, 2107.00, 2107.00, 2106.50, 2106.50, 466, 114, 314, 152
2015/6/22, 00:25:00, 2106.25, 2106.75, 2106.00, 2106.50, 402, 169, 230, 172
2015/6/22, 00:30:00, 2106.50, 2107.25, 2106.50, 2107.00, 447, 167, 222, 225
2015/6/22, 00:35:00, 2107.25, 2107.25, 2107.00, 2107.00, 27, 13, 18, 9
2015/6/22, 00:40:00, 2107.25, 2107.25, 2106.75, 2107.25, 262, 112, 146, 116
2015/6/22, 00:45:00, 2107.00, 2107.50, 2107.00, 2107.25, 363, 135, 114, 249
2015/6/22, 00:50:00, 2107.25, 2108.00, 2107.25, 2108.00, 1094, 331, 191, 903
2015/6/22, 00:55:00, 2108.00, 2108.25, 2107.75, 2108.00, 772, 241, 235, 537
2015/6/22, 01:00:00, 2108.00, 2109.75, 2107.50, 2109.50, 4808, 1792, 1988, 2820
2015/6/22, 01:05:00, 2109.50, 2109.75, 2109.00, 2109.25, 1688, 458, 707, 981
2015/6/22, 01:10:00, 2109.25, 2109.75, 2109.00, 2109.25, 689, 189, 260, 429
2015/6/22, 01:15:00, 2109.50, 2109.75, 2109.00, 2109.25, 1315, 436, 809, 506
2015/6/22, 01:20:00, 2109.25, 2110.25, 2109.00, 2110.00, 1963, 598, 569, 1394
2015/6/22, 01:25:00, 2110.00, 2110.75, 2110.00, 2110.75, 1706, 732, 744, 962
2015/6/22, 01:30:00, 2110.50, 2110.75, 2110.25, 2110.50, 1239, 563, 548, 691
2015/6/22, 01:35:00, 2110.50, 2112.25, 2110.25, 2112.00, 2743, 1196, 873, 1870
2015/6/22, 01:40:00, 2111.75, 2112.50, 2111.25, 2111.50, 2322, 875, 1364, 958
2015/6/22, 01:45:00, 2111.75, 2112.50, 2111.50, 2112.00, 859, 402, 372, 487
2015/6/22, 01:50:00, 2112.25, 2112.25, 2111.75, 2112.00, 614, 330, 306, 308
2015/6/22, 01:55:00, 2112.25, 2113.25, 2112.00, 2112.75, 1543, 560, 444, 1099
2015/6/22, 02:00:00, 2112.75, 2113.00, 2111.75, 2112.25, 3229, 1421, 1592, 1637
2015/6/22, 02:05:00, 2112.25, 2113.25, 2112.00, 2113.25, 3605, 1521, 1656, 1949
2015/6/22, 02:10:00, 2113.00, 2113.75, 2112.75, 2113.00, 2709, 907, 1453, 1256
2015/6/22, 02:15:00, 2113.00, 2114.50, 2113.00, 2114.00, 2698, 1108, 1258, 1440
2015/6/22, 02:20:00, 2114.00, 2114.25, 2113.25, 2113.50, 2167, 817, 1283, 884
2015/6/22, 02:25:00, 2113.50, 2114.25, 2113.00, 2114.00, 881, 404, 396, 485
2015/6/22, 02:30:00, 2114.25, 2114.75, 2113.25, 2113.75, 3082, 1105, 1417, 1665
2015/6/22, 02:35:00, 2113.50, 2114.75, 2113.50, 2113.50, 1763, 608, 822, 941
2015/6/22, 02:40:00, 2113.50, 2114.25, 2113.50, 2114.00, 1273, 507, 576, 697
2015/6/22, 02:45:00, 2114.25, 2114.25, 2113.50, 2113.50, 530, 304, 260, 270
2015/6/22, 02:50:00, 2113.75, 2114.50, 2113.50, 2113.75, 1346, 438, 647, 699
2015/6/22, 02:55:00, 2113.75, 2115.00, 2113.75, 2114.50, 2285, 939, 961, 1324
2015/6/22, 03:00:00, 2114.75, 2115.00, 2114.00, 2114.50, 1953, 828, 1007, 946
2015/6/22, 03:05:00, 2114.25, 2115.00, 2114.25, 2114.75, 1614, 652, 913, 701
2015/6/22, 03:10:00, 2114.75, 2115.50, 2114.75, 2115.00, 1522, 550, 641, 881
2015/6/22, 03:15:00, 2115.25, 2115.75, 2115.00, 2115.50, 1143, 425, 423, 720
2015/6/22, 03:20:00, 2115.75, 2117.00, 2115.50, 2116.75, 3274, 1229, 1344, 1930
2015/6/22, 03:25:00, 2116.50, 2118.00, 2116.50, 2117.75, 4541, 1805, 1543, 2998
2015/6/22, 03:30:00, 2117.75, 2118.00, 2117.25, 2117.50, 1667, 616, 709, 958
2015/6/22, 03:35:00, 2117.50, 2118.00, 2117.00, 2118.00, 2499, 678, 1240, 1259
2015/6/22, 03:40:00, 2117.75, 2118.00, 2117.00, 2117.25, 1523, 540, 785, 738
2015/6/22, 03:45:00, 2117.00, 2117.75, 2117.00, 2117.25, 1383, 465, 801, 582
2015/6/22, 03:50:00, 2117.00, 2117.25, 2116.25, 2117.00, 2185, 825, 1235, 950
2015/6/22, 03:55:00, 2117.00, 2117.75, 2116.50, 2116.75, 2637, 1054, 1344, 1293
2015/6/22, 04:00:00, 2116.75, 2117.00, 2116.00, 2116.25, 2654, 913, 1590, 1064
2015/6/22, 04:05:00, 2116.25, 2117.50, 2116.00, 2117.25, 1636, 608, 746, 890
2015/6/22, 04:10:00, 2117.00, 2117.25, 2116.00, 2116.00, 1076, 405, 843, 233
2015/6/22, 04:15:00, 2116.00, 2116.25, 2115.75, 2115.75, 757, 304, 433, 324
2015/6/22, 04:20:00, 2115.75, 2116.25, 2115.50, 2116.00, 1158, 515, 582, 576
2015/6/22, 04:25:00, 2116.00, 2116.25, 2115.75, 2116.00, 1483, 506, 847, 636
2015/6/22, 04:30:00, 2116.00, 2116.75, 2115.50, 2116.50, 1695, 744, 589, 1106
2015/6/22, 04:35:00, 2116.25, 2117.00, 2116.25, 2116.75, 1248, 506, 500, 748
2015/6/22, 04:40:00, 2116.75, 2117.00, 2116.25, 2116.25, 577, 263, 300, 277
2015/6/22, 04:45:00, 2116.25, 2117.00, 2116.25, 2116.25, 1156, 417, 700, 456
2015/6/22, 04:50:00, 2116.25, 2116.50, 2115.50, 2115.50, 887, 369, 619, 268
2015/6/22, 04:55:00, 2115.50, 2116.00, 2115.00, 2115.25, 1020, 463, 679, 341
