Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2016/12/18, 18:00:00, 2258.50, 2259.00, 2258.50, 2258.75, 322, 185, 205, 117
2016/12/18, 18:05:00, 2258.50, 2259.25, 2258.50, 2259.00, 404, 182, 261, 143
2016/12/18, 18:10:00, 2258.75, 2259.00, 2258.50, 2258.50, 661, 208, 521, 140
2016/12/18, 18:15:00, 2258.50, 2258.75, 2258.00, 2258.00, 656, 319, 394, 262
2016/12/18, 18:20:00, 2258.00, 2258.50, 2258.00, 2258.25, 224, 141, 171, 53
2016/12/18, 18:25:00, 2258.25, 2258.75, 2257.75, 2258.75, 583, 218, 349, 234
2016/12/18, 18:30:00, 2258.75, 2258.75, 2258.25, 2258.50, 129, 76, 86, 43
2016/12/18, 18:35:00, 2258.50, 2258.75, 2258.25, 2258.50, 107, 87, 54, 53
2016/12/18, 18:40:00, 2258.75, 2259.00, 2258.50, 2259.00, 111, 85, 47, 64
2016/12/18, 18:45:00, 2258.75, 2259.00, 2258.50, 2258.75, 134, 105, 60, 74
2016/12/18, 18:50:00, 2258.75, 2259.00, 2258.75, 2259.00, 112, 85, 32, 80
2016/12/18, 18:55:00, 2259.00, 2259.50, 2259.00, 2259.25, 204, 128, 30, 174
2016/12/18, 19:00:00, 2259.25, 2259.75, 2259.00, 2259.25, 519, 285, 268, 251
2016/12/18, 19:05:00, 2259.25, 2259.25, 2258.75, 2259.00, 260, 136, 107, 153
2016/12/18, 19:10:00, 2259.25, 2259.25, 2258.75, 2259.00, 133, 103, 64, 69
2016/12/18, 19:15:00, 2259.00, 2260.00, 2258.75, 2260.00, 549, 349, 141, 408
2016/12/18, 19:20:00, 2260.00, 2260.00, 2259.00, 2259.50, 414, 259, 263, 151
2016/12/18, 19:25:00, 2259.50, 2259.50, 2259.00, 2259.25, 164, 114, 78, 86
2016/12/18, 19:30:00, 2259.25, 2259.25, 2258.75, 2258.75, 284, 186, 200, 84
2016/12/18, 19:35:00, 2258.75, 2259.00, 2258.25, 2258.25, 364, 263, 247, 117
2016/12/18, 19:40:00, 2258.25, 2258.50, 2258.00, 2258.25, 333, 201, 222, 111
2016/12/18, 19:45:00, 2258.25, 2258.75, 2258.25, 2258.25, 265, 155, 133, 132
2016/12/18, 19:50:00, 2258.25, 2259.00, 2258.25, 2258.75, 222, 149, 102, 120
2016/12/18, 19:55:00, 2258.75, 2258.75, 2258.50, 2258.75, 197, 110, 86, 111
2016/12/18, 20:00:00, 2258.50, 2258.75, 2258.00, 2258.50, 414, 208, 236, 178
2016/12/18, 20:05:00, 2258.50, 2259.25, 2258.25, 2259.00, 264, 173, 104, 160
